SDFB Person ID,ODNB ID,Display Name,Prefix,First Name,Last Name,Suffix,Title,All Search Names,Gender,Historical Significance,Birth Year Type,Extant Birth Year,Alternate Birth Year,Death Year Type,Extant Death Year,Alternate Death Year,Group List
10005996,13375,Benjamin Hoadly,"",Benjamin,Hoadly,"","","Benjamin Hoadly, Benjamin, Benjamin Hoadly",male,bishop of Winchester,IN,1676,1676,IN,1761,1761,[]
10012094,57252,William Trigge,"",William,Trigge,"","","William Trigge, William, William Trigge",male,empiric,IN,1630,1630,IN,1656,1656,[]
10004542,10063,William Framyngham,"",William,Framyngham,"","","William Framyngham, William, William Framyngham",male,scholar and author,IN,1512,1512,IN,1537,1537,[]
10004834,0,George Gifford,"",George,Gifford,"","","George Gifford, George, George Gifford",male,Church of England clergyman and author,IN,1547,1548,IN,1600,NA,[]
10013157,30055,Robert Wright,"",Robert,Wright,"","","Robert Wright, Robert, Robert Wright",male,bishop of Coventry and Lichfield,IN,1560,1560,IN,1643,1643,[]
10004388,67837,Thomas Fleming,"",Thomas,Fleming,"","","Thomas Fleming, Thomas, Thomas Fleming",male,abbot of Regensburg,IN,1642,1642,IN,1720,1720,[]
10001720,49747,James Buchanan,"",James,Buchanan,"","","James Buchanan, James, James Buchanan",male,merchant,IN,1696,1696,IN,1758,1758,[]
10013135,30004,Thomas Wotton,"",Thomas,Wotton,"","","Thomas Wotton, Thomas, Thomas Wotton",male,bookseller and genealogist,IN,1695,1695,IN,1766,1766,[]
10008183,18535,William Melmoth the elder,"",William,Melmoth,the elder,"","William Melmoth the elder, William, William Melmoth, William Melmoth the elder, William the elder",male,lawyer and religious writer,IN,1665,1666,IN,1743,1743,[]
10012109,45830,Mary Trye,"",Mary,Trye,"","","Mary Trye, Mary O'Dowde, Mary, Mary Trye",female,medical practitioner,BF,1675,1675,AF,1675,1675,[]
10050044,10594,Edward Gibbons,"",Edward,Gibbons,"","","Edward, Edward Gibbons",male,composer; instructor of the choristers at Exeter Cathedral,IN,1568,"",BF/IN,1650,"",[]
10008995,20448,Daniel O'Brien,"",Daniel,O'Brien,"","","Daniel O'Brien, Daniel, Daniel O'Brien",male,army officer,IN,1630,1630,IN,1690,1690,[]
10001729,3867,Robert Buckley,"",Robert,Buckley,"","","Robert Buckley, Robert, Robert Buckley",male,Benedictine monk,IN,1516,1517,IN,1610,1610,[]
10010295,23625,Thomas Ridgley,"",Thomas,Ridgley,"","","Thomas Ridgley, Thomas, Thomas Ridgley",male,Independent minister and tutor,IN,1667,1667,IN,1734,1734,[]
10050045,,Ellis Gibbons,"",Ellis,Gibbons,"","","Ellis, Ellis Gibbons",male,composer,IN,1573,"",IN,1603,"",[]
10008310,18807,John Milward,"",John,Milward,"","","John Milward, John, John Milward",male,Church of England clergyman,IN,1556,1556,IN,1609,1609,[]
10005508,12234,William Harborne,"",William,Harborne,"","","William Harborne, William, William Harborne",male,merchant and diplomat,IN,1542,1542,IN,1617,1617,[]
10003671,8031,Samuel Drake,"",Samuel,Drake,"","","Samuel Drake, Samuel, Samuel Drake",male,antiquary,IN,1687,1688,IN,1753,1753,[]
10006237,94252,Aletheia Howard,Lady,Aletheia,Howard,"","Baroness Furnivall, Countess of Arundel","Aletheia Howard, Aletheia Talbot, Aletheia, Alethea Howard, Aletheia Talbor, Alethea, Alathea Talbot, Alathea Howard, Alathea, Baroness Furnivall, Countess of Arundel",female,patron and collector of art,AF,1544,NA,IN,1654,1654,[]
10004664,68287,Mark Anthony Galliardello,"",Mark Anthony,Galliardello,"","","Mark Anthony Galliardello, Mark Anthony, Mark Anthony Galliardello",male,musician,AF,1475,NA,IN,1585,1585,[]
10008548,19377,Sir William Morton,Sir,William,Morton,"","","Sir William Morton, Sir William Moreton, Sir William, Sir William Morton, Sir Morton, William, William Morton",male,judge and politician,IN,1605,1605,IN,1672,1672,[]
10003686,8069,James Drummond,"",James,Drummond,"","","James Drummond, James, James Drummond",male,courtier,IN,1551,1561,IN,1623,1623,[]
10001272,61696,Stede Bonnet,"",Stede,Bonnet,"","","Stede Bonnet, Stede, Stede Bonnet",male,pirate,AF,1608,NA,IN,1718,1718,[]
10002526,5603,John Clement,"",John,Clement,"","","John Clement, John, John Clement",male,physician,AF,1462,NA,IN,1572,1572,[]
10008242,18643,Rowland Meyrick,"",Rowland,Meyrick,"","","Rowland Meyrick, Rowland, Rowland Meyrick",male,bishop of Bangor,IN,1504,1505,IN,1566,1566,[]
10008422,72185,Thomas Moor,"",Thomas,Moor,"","","Thomas Moor, Thomas, Thomas Moor",male,religious controversialist and barber,IN,1648,1649,AF/IN,1713,1713,[]
10008184,18537,Sir John Melton,Sir,John,Melton,"","","John Melton, Sir John, Sir John Melton, Sir Melton, John, John Melton",male,author and politician,AF,1530,NA,IN,1640,1640,[]
10006363,68343,Sir Patrick Hume of Polwarth,Sir,Patrick,Hume,of Polwarth,"","Patrick Hume of Polwarth, Sir Patrick, Sir Patrick Hume, Sir Patrick Hume of Polwarth, Sir Patrick of Polwarth, Sir Hume, Sir Hume of Polwarth, Patrick, Patrick Hume, Patrick Hume of Polwarth, Patrick of Polwarth",male,courtier and poet,IN,1550,1550,IN,1609,1609,[]
10007711,17280,John Lyon of Auldbar,"",John,Lyon,of Auldbar,"","John Lyon of Auldbar, John Lyoun of Auldbar, John, John Lyon, John Lyon of Auldbar, John of Auldbar",male,poet,IN,1608,1608,IN,1649,1649,[]
10004420,0,Philip Foley,"",Philip,Foley,"","","Philip Foley, Philip, Philip Foley",male,NA,IN,1648,NA,IN,1716,NA,[]
10007634,17105,Simon Lowth,"",Simon,Lowth,"","","Simon Lowth, Simon, Simon Lowth",male,nonjuring Church of England clergyman and writer,IN,1636,1636,IN,1720,1720,[]
10000529,1097,James Bainham,"",James,Bainham,"","","James Bainham, James, James Bainham",male,lawyer and protestant martyr,AF,1422,NA,IN,1532,1532,[]
10006066,13521,Henry Holland,"",Henry,Holland,"","","Henry Holland, Henry, Henry Holland",male,writer on witchcraft,IN,1555,1556,IN,1603,1603,[]
10012129,27812,Jethro Tull,"",Jethro,Tull,"","","Jethro Tull, Jethro, Jethro Tull",male,agricultural innovator and writer,IN,1674,1674,IN,1741,1741,[]
10003015,6695,George Crichton,"",George,Crichton,"","","George Crichton, George, George Crichton",male,classical scholar and civil lawyer,IN,1555,1555,IN,1611,1611,[]
10008491,19223,Henry Morgan,"",Henry,Morgan,"","","Henry Morgan, Henry, Henry Morgan",male,bishop of St David's,AF,1449,NA,IN,1559,1559,[]
10004319,9568,Sir John Fitzgerald,Sir,John,Fitzgerald,"","","John Fitzgerald, John of Desmond, Sir John, Sir John Fitzgerald, Sir Fitzgerald, John, John Fitzgerald",male,rebel and landowner,IN,1540,1540,IN,1582,1582,[]
10006355,64987,George Humble,"",George,Humble,"","","George Humble, George, George Humble",male,map- and printseller,AF,1530,NA,IN,1640,1640,[]
10001956,4420,George Calvert,"",George,Calvert,"","","George Calvert, George, George Calvert",male,courtier and colonist in America,IN,1579,1580,IN,1632,1632,[]
10007069,15844,Jacques de La Cloche,"",Jacques de,La Cloche,"","","Jacques de La Cloche, Jacques de, Jacques de La Cloche",male,pretended son of Charles II,IN,1644,1645,IN,1669,1669,[]
10002971,6608,William Crane,"",William,Crane,"","","William Crane, William, William Crane",male,musician and merchant,AF,1435,NA,IN,1545,1545,[]
10000977,2154,Joseph Bentham,"",Joseph,Bentham,"","","Joseph Bentham, Joseph, Joseph Bentham",male,Church of England clergyman,IN,1593,1594,IN,1671,1671,[]
10009301,21250,Isaac Papin,"",Isaac,Papin,"","","Isaac Papin, Isaac, Isaac Papin",male,theologian,IN,1657,1657,IN,1709,1709,[]
10002996,6658,Richard Creagh,"",Richard,Creagh,"","","Richard Creagh, Richard Crevagh, Richard, Richard Creagh",male,Roman Catholic archbishop of Armagh,CA,1523,1523,CA,1586,1586,[]
10007195,16172,Edward Lawrence,"",Edward,Lawrence,"","","Edward Lawrence, Edward Laurence, Edward, Edward Lawrence",male,ejected minister and religious writer,AF,1585,NA,IN,1695,1695,[]
10009276,21204,Julins Palmer,"",Julins,Palmer,"","","Julins Palmer, Julins, Julins Palmer",male,protestant martyr,IN,1531,1532,IN,1556,1556,[]
10006633,66704,Cicely Johnson,"",Cicely,Johnson,"","","Cicely Johnson, Cicely, Cicely Johnson",female,religious writer,BF,1617,1618,AF,1636,1637,[]
10006072,13540,Robert Holland,"",Robert,Holland,"","","Robert Holland, Robert, Robert Holland",male,Church of England clergyman and religious writer,IN,1557,1557,CA,1622,1622,[]
10010473,24149,Robert Rothe,"",Robert,Rothe,"","","Robert Rothe, Robert, Robert Rothe",male,lawyer and antiquary,IN,1550,1550,IN,1622,1622,[]
10002220,4933,George Cavendish,"",George,Cavendish,"","","George Cavendish, George, George Cavendish",male,biographer and poet,IN,1494,1494,BF/IN,1562,1562,[]
10006209,13829,Thomas Horton,"",Thomas,Horton,"","","Thomas Horton, Thomas, Thomas Horton",male,college head,AF,1563,NA,IN,1673,1673,[]
10012272,28151,Sir William Vaughan,Sir,William,Vaughan,"","","William Vaughan, Sir William, Sir William Vaughan, Sir Vaughan, William, William Vaughan",male,writer and promoter of colonization in Newfoundland,IN,1575,1575,IN,1641,1641,[]
10001840,76323,Edmund Burwell,"",Edmund,Burwell,"","","Edmund Burwell, Edmund, Edmund Burwell",male,"",IN,1574,1574,IN,1652,1652,[]
10003598,7866,Archibald Douglas,"",Archibald,Douglas,"","","Archibald Douglas, Archibald, Archibald Douglas",male,magnate and lord chancellor of Scotland,IN,1489,1489,IN,1557,1557,[]
10004890,10843,Sir John Glynne,Sir,John,Glynne,"","","John Glynne, Sir John, Sir John Glynne, Sir Glynne, John, John Glynne",male,judge and politician,IN,1603,1603,IN,1666,1666,[]
10004432,9822,Duncan Forbes,"",Duncan,Forbes,"","","Duncan Forbes, Duncan, Duncan Forbes",male,politician and judge,IN,1685,1685,IN,1747,1747,[]
10003137,67437,Anna Cunningham,"",Anna,Cunningham,"","","Anna Cunningham, Anne Cunningham, Anna, Anna Cunningham",female,noblewoman,AF,1537,NA,IN,1647,1647,[]
10004205,9319,James Ferguson,"",James,Ferguson,"","","James Ferguson, James, James Ferguson",male,army officer,AF,1595,NA,IN,1705,1705,[]
10006730,68239,Robert Joseph,"",Robert,Joseph,"","","Robert Joseph, Robert Becham, Robert later Wyllys, Robert, Robert Joseph",male,Benedictine monk and letter writer,IN,1500,1500,IN,1569,1569,[]
10010544,24289,John Rushworth,"",John,Rushworth,"","","John Rushworth, John, John Rushworth",male,surgeon,IN,1669,1669,IN,1736,1736,[]
10012290,28171,Thomas Veel,"",Thomas,Veel,"","","Thomas Veel, Thomas, Thomas Veel",male,royalist army officer and conspirator,CA,1591,1591,IN,1663,1664,[]
10002121,4756,Roger Carr,"",Roger,Carr,"","","Roger Carr, Roger, Roger Carr",male,Church of England clergyman,CA,1543,1543,IN,1611,1612,[]
10012204,27974,Nicholas Udall,"",Nicholas,Udall,"","","Nicholas Udall, Nicholas Yevedale, Nicholas, Nicholas Udall",male,schoolmaster and playwright,IN,1504,1504,IN,1556,1556,[]
10007413,16629,Sir Peter Leycester,Sir,Peter,Leycester,"","","Peter Leycester, Sir Peter, Sir Peter Leycester, Sir Leycester, Peter, Peter Leycester",male,antiquary,IN,1614,1614,IN,1678,1678,[]
10010169,23253,John Redford,"",John,Redford,"","","John Redford, John, John Redford",male,composer,IN,1500,1500,IN,1547,1547,[]
10001581,3501,Alexander Brome,"",Alexander,Brome,"","","Alexander Brome, Alexander, Alexander Brome",male,poet and lawyer,IN,1620,1620,IN,1666,1666,[]
10004324,9586,Thomas Fitzgerald,"",Thomas,Fitzgerald,"","","Thomas Fitzgerald, Thomas, Thomas Fitzgerald",male,nobleman and rebel,IN,1513,1513,IN,1537,1537,[]
10012065,27675,Sir George Treby,Sir,George,Treby,"","","George Treby, Sir George, Sir George Treby, Sir Treby, George, George Treby",male,judge and politician,IN,1644,1644,IN,1700,1700,[]
10003790,8303,Brian Duppa,"",Brian,Duppa,"","","Brian Duppa, Brian, Brian Duppa",male,bishop of Winchester,IN,1588,1588,IN,1662,1662,[]
10009468,0,Edward Pearse,"",Edward,Pearse,"","","Edward Pearse, Edward, Edward Pearse",male,clergyman and ejected minister,CA,1633,NA,IN,1673,NA,[]
10012597,28865,Thomas Watson,"",Thomas,Watson,"","","Thomas Watson, Thomas, Thomas Watson",male,bishop of Lincoln,IN,1513,1513,IN,1584,1584,[]
10009794,22445,David Pole,"",David,Pole,"","","David Pole, David, David Pole",male,bishop of Peterborough,AF,1458,NA,IN,1568,1568,[]
10002413,5328,Edmund Chishull,"",Edmund,Chishull,"","","Edmund Chishull, Edmund, Edmund Chishull",male,Church of England clergyman and antiquary,IN,1671,1671,IN,1733,1733,[]
10009536,21887,Sir William Pennyman,Sir,William,Pennyman,"","","William Pennyman, Sir William, Sir William Pennyman, Sir Pennyman, William, William Pennyman",male,army officer and politician,IN,1606,1607,IN,1643,1643,[]
10006482,14450,William Ireland,"",William,Ireland,"","","William Ireland, William Ironmonger, William, William Ireland",male,Jesuit,IN,1636,1636,IN,1679,1679,[]
10009974,0,John Proctor,"",John,Proctor,"","","John Proctor, John, John Proctor",male,Salem witches and their accusers,BF,1582,NA,IN,1692,1692,[]
10000294,681,Richard Arnold,"",Richard,Arnold,"","","Richard Arnold, Richard, Richard Arnold",male,merchant and chronicler,AF,1411,NA,CA,1521,1521,[]
10004962,10975,Christopher Goodman,"",Christopher,Goodman,"","","Christopher Goodman, Christopher, Christopher Goodman",male,Church of England clergyman and radical protestant thinker,IN,1521,1522,IN,1603,1603,[]
10005619,12505,John Hartstonge,"",John,Hartstonge,"","","John Hartstonge, John, John Hartstonge",male,Church of Ireland bishop of Derry,IN,1659,1659,IN,1717,1717,[]
10008019,18177,Edward Martin,"",Edward,Martin,"","","Edward Martin, Edward, Edward Martin",male,college head,AF,1552,NA,IN,1662,1662,[]
10008383,18992,William Monson,"",William,Monson,"","","William Monson, William, William Monson",male,politician,AF,1563,NA,CA,1673,1673,[]
10003329,7276,Charles Davis,"",Charles,Davis,"","","Charles Davis, Charles, Charles Davis",male,bookseller,IN,1693,1693,IN,1755,1755,[]
10008950,20395,Richard Nugent,"",Richard,Nugent,"","","Richard Nugent, Richard, Richard Nugent",male,governor of Ireland,AF,1428,NA,IN,1538,1538,[]
10001035,53107,Thomas Betson,"",Thomas,Betson,"","","Thomas Betson, Thomas, Thomas Betson",male,"librarian, religious author, and compiler",AF,1406,NA,IN,1516,1516,[]
10006665,14939,Henry Johnston,"",Henry,Johnston,"","","Henry Johnston, Henry, Henry Johnston",male,Benedictine monk and antiquary,AF,1613,NA,IN,1723,1723,[]
10012677,29041,Thomas Wendy,"",Thomas,Wendy,"","","Thomas Wendy, Thomas, Thomas Wendy",male,physician,IN,1499,1500,IN,1560,1560,[]
10002322,5129,William Chappell,"",William,Chappell,"","","William Chappell, William, William Chappell",male,Church of Ireland bishop of Cork and Ross and college head,IN,1582,1582,IN,1649,1649,[]
10008553,0,Fynes Moryson,"",Fynes,Moryson,"","","Fynes Moryson, Fynes, Fynes Moryson",male,traveller and writer,IN,1565,1566,IN,1630,NA,[]
10008939,20378,Alexander Nowell,"",Alexander,Nowell,"","","Alexander Nowell, Dean Nowell, Alexander, Alexander Nowell",male,dean of St Paul's,CA,1516,1517,IN,1602,1602,[]
10010223,67261,John Reynolds,"",John,Reynolds,"","","John Reynolds, John, John Reynolds",male,enclosure protester,AF,1497,NA,IN,1607,1607,[]
10054847,,Valentine Simmes,"",Valentine,Simmes,"","","Valentine, Valentine Simmes, Symmes,  Sims",male,Printer and bookseller,CA,1561,"",CA,1623,"",[]
10005740,12772,Robert Hayman,"",Robert,Hayman,"","","Robert Hayman, Robert, Robert Hayman",male,colonist and poet,IN,1575,1575,IN,1629,1629,[]
10008415,19064,Robert Montgomery,"",Robert,Montgomery,"","","Robert Montgomery, Robert Montgomerie, Robert, Robert Montgomery",male,army officer,AF,1574,NA,IN,1684,1684,[]
10002414,5330,Richard Chiswell the elder,"",Richard,Chiswell,the elder,"","Richard Chiswell the elder, Richard, Richard Chiswell, Richard Chiswell the elder, Richard the elder",male,bookseller,IN,1640,1640,IN,1711,1711,[]
10008560,19403,Robert Moss,"",Robert,Moss,"","","Robert Moss, Robert, Robert Moss",male,dean of Ely,IN,1666,1666,IN,1729,1729,[]
10004241,9248,John Field,"",John,Field,"","","John Field, John Feilde, John, John Field",male,Church of England clergyman,IN,1544,1545,IN,1588,1588,[]
10007643,67731,Katherine Lowther,"",Katherine,Lowther,"","","Katherine Lowther, Katherine Thynne, Katherine, Katherine Lowther",female,electoral patron,IN,1653,1653,IN,1713,1713,[]
10009347,21387,James Parnel,"",James,Parnel,"","","James Parnel, James Parnell, James, James Parnel",male,Quaker martyr,IN,1636,1636,IN,1656,1656,[]
10010340,23811,Thomas Robertson,"",Thomas,Robertson,"","","Thomas Robertson, Thomas, Thomas Robertson",male,theologian and dean of Durham,IN,1520,1520,IN,1561,1561,[]
10012719,29122,Hugh Weston,"",Hugh,Weston,"","","Hugh Weston, Hugh, Hugh Weston",male,dean of Windsor,IN,1510,1510,IN,1558,1558,[]
10010563,24346,William Russell,"",William,Russell,"","","William Russell, William, William Russell",male,politician,IN,1616,1616,IN,1700,1700,"[""Earl of Essex's army""]"
10003918,8614,William Elderton,"",William,Elderton,"","","William Elderton, William, William Elderton",male,ballad writer,AF,1482,NA,BF/IN,1592,1592,[]
10000406,40524,Penelope Aubin,"",Penelope,Aubin,"","","Penelope Aubin, Penelope, Penelope Aubin",female,novelist and translator,CA,1679,1679,IN,1738,1738,[]
10008506,19242,William Morgan,"",William,Morgan,"","","William Morgan, William, William Morgan",male,bishop of St Asaph and biblical translator,IN,1544,1545,IN,1604,1604,[]
10000599,1280,John Banister,"",John,Banister,"","","John Banister, John Banester, John, John Banister",male,surgeon,IN,1532,1533,CA,1599,1599,[]
10009764,22373,Henry Playford,"",Henry,Playford,"","","Henry Playford, Henry, Henry Playford",male,music publisher,IN,1657,1657,IN,1709,1709,[]
10010546,71261,Richard Russel,"",Richard,Russel,"","","Richard Russel, Richard, Richard Russel",male,journalist,IN,1685,1685,IN,1756,1756,[]
10002028,67835,James Canaries,"",James,Canaries,"","","James Canaries, James, James Canaries",male,episcopalian minister,IN,1653,1654,IN,1698,1698,[]
10012523,28697,Joshua Ward,"",Joshua,Ward,"","","Joshua Ward, Joshua, Joshua Ward",male,medical practitioner and inventor of medicines,IN,1684,1685,IN,1761,1761,[]
10009336,21363,John Parkhurst,"",John,Parkhurst,"","","John Parkhurst, John, John Parkhurst",male,Church of England clergyman,IN,1563,1563,IN,1639,1639,[]
10006989,73211,Jane Kitchen,"",Jane,Kitchen,"","","Jane Kitchen, Jane, Jane Kitchen",female,farmer and parish constable,AF,1548,NA,IN,1658,1658,[]
10010865,25028,Enoch Seeman,"",Enoch,Seeman,"","","Enoch Seeman, Enoch Zeeman, Enoch, Enoch Seeman",male,portrait painter,IN,1689,1690,IN,1744,1744,[]
10013203,76611,Morris Wynn,"",Morris,Wynn,"","","Morris Wynn, Morris, Morris Wynn",male,"",BF/IN,1520,1520,IN,1580,1580,[]
10012171,27930,Sir Thomas Twisden,Sir,Thomas,Twisden,"","","Sir Thomas Twisden, Sir Thomas Twysden, Sir Thomas, Sir Thomas Twisden, Sir Twisden, Thomas, Thomas Twisden",male,judge and politician,IN,1602,1602,IN,1683,1683,[]
10008782,19998,Richard Newcourt the elder,"",Richard,Newcourt,the elder,"","Richard Newcourt the elder, Richard, Richard Newcourt, Richard Newcourt the elder, Richard the elder",male,topographical draughtsman and cartographer,CA,1610,1610,IN,1679,1679,[]
10009498,21795,Sir Nicholas Pelham,Sir,Nicholas,Pelham,"","","Nicholas Pelham, Sir Nicholas, Sir Nicholas Pelham, Sir Pelham, Nicholas, Nicholas Pelham",male,landowner and member of parliament,AF,1450,NA,IN,1560,1560,[]
10005302,11755,Brampton Gurdon,"",Brampton,Gurdon,"","","Brampton Gurdon, Brampton, Brampton Gurdon",male,theologian,IN,1672,1672,IN,1741,1741,[]
10003262,7131,Thomas Danson,"",Thomas,Danson,"","","Thomas Danson, Thomas, Thomas Danson",male,ejected minister,IN,1629,1629,IN,1694,1694,[]
10012195,27955,Sir Thomas Tyrrell,Sir,Thomas,Tyrrell,"","","Thomas Tyrrell, Sir Thomas, Sir Thomas Tyrrell, Sir Tyrrell, Thomas, Thomas Tyrrell",male,judge and politician,IN,1593,1594,IN,1672,1672,"[""Earl of Essex's army""]"
10012450,28522,Thomas Walkington,"",Thomas,Walkington,"","","Thomas Walkington, Thomas, Thomas Walkington",male,Church of England clergyman and author,IN,1575,1575,IN,1621,1621,[]
10006358,14134,Alexander Hume,"",Alexander,Hume,"","","Alexander Hume, Alexander, Alexander Hume",male,covenanter leader,AF,1572,NA,IN,1682,1682,[]
10002415,5331,Richard Chiswell the younger,"",Richard,Chiswell,the younger,"","Richard Chiswell the younger, Richard, Richard Chiswell, Richard Chiswell the younger, Richard the younger",male,traveller,IN,1672,1672,IN,1751,1751,[]
10013023,66329,Stephen Winthrop,"",Stephen,Winthrop,"","","Stephen Winthrop, Stephen, Stephen Winthrop",male,parliamentarian army officer,IN,1619,1619,IN,1658,1658,[]
10001582,69222,Henry Brome,"",Henry,Brome,"","","Henry Brome, Henry, Henry Brome",male,bookseller,AF,1571,NA,IN,1681,1681,[]
10012252,28087,Thomas Vane,"",Thomas,Vane,"","","Thomas Vane, Thomas Fane, Thomas, Thomas Vane",male,Church of England clergyman and Roman Catholic convert,IN,1599,1600,BF,1709,NA,[]
10002095,4690,William Carlos,"",William,Carlos,"","","William Carlos, William Careless, William, William Carlos",male,royalist army officer,AF,1579,NA,IN,1689,1689,[]
10003763,8202,Gavin Dunbar,"",Gavin,Dunbar,"","","Gavin Dunbar, Gavin, Gavin Dunbar",male,administrator and bishop of Aberdeen,IN,1454,1456,IN,1532,1532,[]
10000534,1115,George Baker,"",George,Baker,"","","George Baker, George, George Baker",male,surgeon,IN,1540,1540,IN,1612,1612,[]
10009619,22058,Peter Pett,"",Peter,Pett,"","","Peter Pett, Peter, Peter Pett",male,naval administrator,IN,1610,1610,BF/IN,1672,1672,[]
10000608,1292,William Banks,"",William,Banks,"","","William Banks, Richard Banks, William, William Banks",male,showman,IN,1591,1591,IN,1637,1637,[]
10009548,21905,Richard Pepys,"",Richard,Pepys,"","","Richard Pepys, Richard, Richard Pepys",male,judge,IN,1588,1588,IN,1659,1659,[]
10005377,11930,Samuel Haliday,"",Samuel,Haliday,"","","Samuel Haliday, Samuel Hollyday, Samuel, Samuel Haliday",male,nonsubscribing Presbyterian minister,IN,1685,1685,IN,1739,1739,[]
10007503,16809,John Livingstone,"",John,Livingstone,"","","John Livingstone, John, John Livingstone",male,Presbyterian minister in the Netherlands,IN,1603,1603,IN,1672,1672,[]
10012617,29155,George Waymouth,"",George,Waymouth,"","","George Waymouth, George Weymouth, George, George Waymouth",male,navigator,IN,1587,1587,IN,1611,1611,[]
10011199,25801,George Smith,"",George,Smith,"","","George Smith, George, George Smith",male,bishop of the nonjuring Church of England,IN,1693,1693,IN,1756,1756,[]
10000293,680,Sir Nicholas Arnold,Sir,Nicholas,Arnold,"","","Nicholas Arnold, Sir Nicholas, Sir Nicholas Arnold, Sir Arnold, Nicholas, Nicholas Arnold",male,lord justice of Ireland,IN,1509,1509,IN,1580,1580,[]
10010611,24458,John Sadler,"",John,Sadler,"","","John Sadler, John, John Sadler",male,translator and music copyist,IN,1512,1513,AF/IN,1591,1591,[]
10010882,25074,Robert Sempill,"",Robert,Sempill,"","","Robert Sempill, Robert, Robert Sempill",male,nobleman,CA,1505,1505,IN,1573,1576,[]
10008908,20315,Sir Thomas North,Sir,Thomas,North,"","","Thomas North, Sir Thomas, Sir Thomas North, Sir North, Thomas, Thomas North",male,translator,IN,1535,1535,CA,1603,1603,[]
10008157,67223,Katherine McLoughlin,"",Katherine,McLoughlin,"","","Katherine McLoughlin, Katherine nic Lochlainn, Katherine Norton, Katherine, Katherine McLoughlin",female,Quaker preacher,IN,1671,1671,IN,1679,1679,[]
10005790,12898,Humphrey Henchman,"",Humphrey,Henchman,"","","Humphrey Henchman, Humphrey, Humphrey Henchman",male,bishop of London,IN,1592,1592,IN,1675,1675,[]
10006680,14989,David Jones,"",David,Jones,"","","David Jones, David, David Jones",male,Church of England clergyman,IN,1662,1663,IN,1724,1724,[]
10011017,25291,Sir Henry Sheres,Sir,Henry,Sheres,"","","Henry Sheres, Sir Henry, Sir Henry Sheres, Sir Sheres, Henry, Henry Sheres",male,military engineer and author,IN,1641,1641,IN,1710,1710,[]
10010461,24110,Alexander Ross,"",Alexander,Ross,"","","Alexander Ross, Alexander, Alexander Ross",male,Church of England clergyman and writer on philosophy,IN,1591,1591,IN,1654,1654,[]
10050084,,Richard Maris,"",Richard,Maris,"","","Richard, Richard Maris",male,well-established baker and maltster,IN,1672,"",IN,1752,"",[]
10001584,3503,Richard Brome,"",Richard,Brome,"","","Richard Brome, Richard, Richard Brome",male,playwright,IN,1590,1590,IN,1652,1652,[]
10002606,5794,William Coddington,"",William,Coddington,"","","William Coddington, William, William Coddington",male,merchant and official in America,CA,1601,1601,IN,1678,1678,[]
10000570,1198,Sir William Balfour,Sir,William,Balfour,"","","William Balfour, Sir William, Sir William Balfour, Sir Balfour, William, William Balfour",male,parliamentarian army officer,AF,1550,NA,IN,1660,1660,"[""Earl of Essex's army""]"
10002497,5531,Samuel Clarke,"",Samuel,Clarke,"","","Samuel Clarke, Samuel, Samuel Clarke",male,Independent minister,IN,1684,1684,IN,1750,1750,[]
10007664,17167,Sir Samuel Luke,Sir,Samuel,Luke,"","","Samuel Luke, Sir Samuel, Sir Samuel Luke, Sir Luke, Samuel, Samuel Luke",male,parliamentarian army officer,IN,1603,1603,IN,1670,1670,"[""Earl of Essex's army""]"
10010894,63421,Alexander Seton,"",Alexander,Seton,"","","Alexander Seton, Alexander, Alexander Seton",male,army officer in the Danish and Norwegian services,IN,1626,1626,IN,1649,1649,[]
10008902,20309,Sir John North,Sir,John,North,"","","John North, Sir John, Sir John North, Sir North, John, John North",male,soldier and traveller,IN,1550,1550,IN,1597,1597,[]
10007452,16714,Patrick Lindsay,"",Patrick,Lindsay,"","","Patrick Lindsay, Patrick, Patrick Lindsay",male,politician,IN,1686,1686,IN,1753,1753,[]
10006388,14197,Sir John Hunt,Sir,John,Hunt,"","","John Hunt, Sir John, Sir John Hunt, Sir Hunt, John, John Hunt",male,gentleman,IN,1548,1549,CA,1615,1615,[]
10011487,26304,Sir Philip Stapleton,Sir,Philip,Stapleton,"","","Philip Stapleton, Sir Philip, Sir Philip Stapleton, Sir Stapleton, Philip, Philip Stapleton",male,politician and army officer,IN,1603,1603,IN,1647,1647,"[""Earl of Essex's army""]"
10008780,19997,Thomas Newcomen,"",Thomas,Newcomen,"","","Thomas Newcomen, Thomas, Thomas Newcomen",male,ironmonger and inventor of the atmospheric steam engine,IN,1664,1664,IN,1729,1729,[]
10007502,46909,Helen Livingstone,"",Helen,Livingstone,"","","Helen Livingstone, Helen Hay, Helen, Helen Livingstone",female,royal tutor,AF,1517,NA,IN,1627,1627,[]
10005215,11537,Henry Grey,"",Henry,Grey,"","","Henry Grey, Henry, Henry Grey",male,parliamentarian army officer,IN,1599,1599,IN,1673,1673,"[""Earl of Essex's army""]"
10010437,66327,Edmund Rolph,"",Edmund,Rolph,"","","Edmund Rolph, Edmund Rolfe, Edmund, Edmund Rolph",male,parliamentarian army officer,IN,1619,1619,IN,1668,1668,[]
10009042,20750,Daniel O'Mahony,"",Daniel,O'Mahony,"","","Daniel O'Mahony, Daniel, Daniel O'Mahony",male,army officer in the French and Spanish services,AF,1604,NA,IN,1714,1714,[]
